,Location ,Lat,Lon
374,Hutchinson KS,38.0608445,-97.9297743
375,Weatherford TX,32.7592955,-97.79725440000001
376,York County VA,37.2103925,-76.38687970000001
377,Owings Mills MD,39.4195499,-76.7802528
378,Fresno CA,36.737798100000006,-119.78712469999999
379,Malone NY,44.848659600000005,-74.29489830000001
380,Tahlequah OK,35.91537,-94.96995600000001
381,Edinburg NY,43.2217388,-74.1040191
382,Franklin NC,35.182317100000006,-83.3815429
383,McMinnville OR,45.21011619999999,-123.1987163
384,Josephine County OR,42.344757200000004,-123.4568737
385,Brockton MA,42.083433500000005,-71.0183787
386,Meadow Bridge WV,37.85900609999999,-80.8542568
387,West Covina CA,34.0686208,-117.93895259999998
388,Lancaster CA,34.6867846,-118.1541632
389,Camden NJ,39.9259463,-75.1196199
390,Miami Beach FL,25.790654,-80.1300455
391,Morristown TN,36.2139814,-83.29489219999998
392,Newport News VA,37.087082099999996,-76.4730122
393,Henderson NV,36.0395247,-114.9817213
394,Pleasanton CA,37.6624312,-121.8746789
395,Hawaiian Gardens CA,33.8314045,-118.07284240000001
396,Bath NH,44.167007899999994,-71.96620089999998
397,Atwater CA,37.3477174,-120.60908400000001
398,Lakewood CA,33.853626899999995,-118.13395630000001
399,Edinburg TX,26.3017374,-98.1633432
400,Atlantic City NJ,39.3642834,-74.4229266
401,Sugar Creek MO,39.1097268,-94.44467420000001
402,Beaverton OR,45.4887993,-122.80133319999999
403,Ashe County NC,36.4339674,-81.47183869999998
404,Parowan UT,37.8421975,-112.8279996
405,Boulder Creek CA,37.12605780000001,-122.12218689999999
406,Covington GA,33.5967815,-83.86018270000001
407,Olivehurst CA,39.0954484,-121.5521858
408,Plantation FL,26.1275862,-80.23310359999998
409,River Forest IL,41.8978091,-87.81394829999998
410,Casper WY,42.8500769,-106.32517490000001
411,Stone Mountain GA,33.808160799999996,-84.17019599999998
412,Dunsmuir CA,41.208208899999995,-122.27195290000002
413,Lynn MA,42.46676300000001,-70.9494938
414,Mascotte FL,28.578331300000002,-81.88674509999998
415,Southington OH,41.30838929999999,-80.955924
416,Marion MI,44.1025148,-85.14698349999998
417,Moreno Valley CA,33.9424658,-117.2296717
418,Wauwatosa WI,43.049457200000006,-88.0075875
419,Homestead FL,25.468722399999997,-80.4775569
420,Chattanooga TN,35.0456297,-85.3096801
421,Cheyenne WY,41.1399814,-104.8202462
422,Opp AL,31.2826685,-86.2555067
423,Seattle WA,47.6062095,-122.33207079999998
424,Needles CA,34.8480597,-114.6141315
425,Brownsville TX,25.9017472,-97.4974838
426,Fort Collins CO,40.5852602,-105.084423
427,Colby KS,39.3958369,-101.05237729999999
428,Mt. Auburn OH,39.12148679999999,-84.50911020000001
429,Winnie TX,29.8202205,-94.3840777
430,White GA,34.2828722,-84.74521379999999
431,Oakland Park FL,26.1723065,-80.13198929999999
432,Jesup GA,31.6074365,-81.88539240000001
433,Monroe WI,42.60111939999999,-89.6384532
434,Philadelphia PA,39.9525839,-75.1652215
435,Dayton OH,39.758947799999994,-84.1916069
436,Plymouth MN,45.01051939999999,-93.4555093
437,Myrtle Beach SC,33.689060299999994,-78.8866943
438,Douglas WY,42.7596897,-105.38220690000001
439,Meadow Vista CA,39.0010079,-121.0218887
440,Studio City CA,34.1395597,-118.38709909999999
441,Pinnacle NC,36.329305100000006,-80.43311159999998
442,Decatur GA,33.7748275,-84.2963123
443,Micanopy FL,29.504692,-82.27982270000001
444,Shreveport LA,32.5251516,-93.75017890000001
445,Seneca SC,34.685655499999996,-82.9532036
446,Houma LA,29.5957696,-90.7195348
447,Boulder CO,40.0149856,-105.2705456
448,Manila AR,35.88007329999999,-90.1670393
449,Las Cruces NM,32.3199396,-106.7636538
450,Logan UT,41.7369803,-111.83383590000001
451,Gardnerville Ranchos NV,38.8882398,-119.7412875
452,Whittier CA,33.97917929999999,-118.032844
453,Roswell NM,33.3942655,-104.52302420000001
454,Nitro WV,38.4148146,-81.8440197
455,Campbelltown PA,40.2775915,-76.5852462
456,Powhatan County VA,37.5643209,-77.88245959999998
457,Muncie IN,40.1933767,-85.3863599
458,San Diego County CA,32.7157305,-117.16109660000001
459,Rantoul IL,40.3083672,-88.1558785
460,Greenfield WI,42.9614039,-88.0125865
461,Maui HI,20.7983626,-156.3319253
462,Richmond VA,37.540724600000004,-77.4360481
463,Antioch TN,36.0597177,-86.6715948
464,Elsmere KY,39.012560799999996,-84.60466629999998
465,Arlington TX,32.735687,-97.1080656
466,Superior MT,47.19159370000001,-114.89179779999999
467,Greenville NC,35.612660999999996,-77.3663538
468,Brookshire TX,29.7860643,-95.9510661
469,Summerville SC,33.0185039,-80.17564809999998
470,Spokane WA,47.6587802,-117.42604650000001
471,Ardmore OK,34.1742611,-97.1436254
472,Pittston PA,41.3259134,-75.78936039999998
473,Gilbert AZ,33.3528264,-111.789027
474,Sandpoint ID,48.276577,-116.55346499999999
475,Waco TX,31.549333,-97.1466695
476,Odessa TX,31.8456816,-102.3676431
477,Toledo OH,41.6528052,-83.53786740000001
478,Staten Island NY,40.579531700000004,-74.1502007
479,Boerne TX,29.79466409999999,-98.7319703
480,District Heights MD,38.8576128,-76.8894171
481,Bolton CT,41.7689878,-72.4334173
482,Hanover IN,38.7142263,-85.47357070000001
483,Inyokern CA,35.646899100000006,-117.8125674
484,Carson City NV,39.1637984,-119.76740339999999
485,Kerrville TX,30.0474332,-99.1403189
486,Bloomfield Township MI,42.579310299999996,-83.2827093
487,Hunters WA,48.117194500000004,-118.20229170000002
488,Canton NC,35.5328838,-82.8373558
489,Beverly OH,39.54785089999999,-81.6395732
490,Tuscaloosa AL,33.2098407,-87.56917349999998
491,Grapeview WA,47.3352273,-122.8293192
492,North East MD,39.6001132,-75.94133269999998
493,Cohasset MN,47.2640071,-93.6221657
494,Troy NY,42.7284117,-73.69178509999998
495,King George VA,38.266451200000006,-77.18078419999998
496,Arab AL,34.318149700000006,-86.49582190000001
497,Brick Township NJ,40.057838399999994,-74.13718320000001
498,Archdale NC,35.914581,-79.97198309999999
499,Santa Fe NM,35.686975200000006,-105.937799
500,West Chester PA,39.9606643,-75.6054882
501,Thonotosassa FL,28.0614065,-82.3023128
502,Hendersonville TN,36.304773499999996,-86.6199957
503,West Jordan UT,40.6096698,-111.9391031
504,Spanish Fork UT,40.114955,-111.654923
505,Mount Vernon NY,40.9125992,-73.8370786
506,Cushing OK,35.9850639,-96.76697
507,Loveland CO,40.397761200000005,-105.0749801
508,Bluefield WV,37.2698395,-81.2223195
509,Twinsburg OH,41.312555200000006,-81.4401129
510,Artesia NM,32.8423345,-104.4032962
511,Prescott AZ,34.540024200000005,-112.46850249999999
512,Mitchell SD,43.7094283,-98.02979920000001
513,French Lick IN,38.5489431,-86.61999139999998
514,Weitchpec CA,41.18772209999999,-123.703994
515,Springtown TX,32.9659566,-97.6836384
516,Merrimack NH,42.867869299999995,-71.49483219999998
517,Durham NC,35.99403289999999,-78.898619
518,Virginia Beach VA,36.8529263,-75.97798499999998
519,Little Havana FL,25.7776438,-80.2377078
520,Fairbanks AK,64.8377778,-147.7163888
521,Ashwaubenon WI,44.4822137,-88.0701033
522,El Monte CA,34.0686206,-118.02756670000001
523,Potsdam NY,44.6697805,-74.9813084
524,Lodi CA,38.1341477,-121.27221940000001
525,Downey CA,33.9401088,-118.13315929999999
526,Chester PA,39.849557,-75.3557457
527,Broomfield CO,39.9205411,-105.0866504
528,Sylacauga AL,33.1731716,-86.2516406
529,West Knox TN,35.9703599,-83.95518539999998
530,Wellman IA,41.464180600000006,-91.8382273
531,McAlester OK,34.93342979999999,-95.7697131
532,Clute TX,29.024690600000003,-95.3988291
533,Princeton KY,37.1092162,-87.8819594
534,Barstow CA,34.89579570000001,-117.01728259999999
535,Chalmette LA,29.942783000000002,-89.9635162
536,Panorama City CA,34.227616999999995,-118.442425
537,Alexandria LA,31.3112936,-92.4451371
538,Lead SD,44.3522065,-103.7651984
539,Beaverton MI,43.8822464,-84.48473159999998
540,Brodhead KY,37.40424960000001,-84.41382589999998
541,Dickson TN,36.0770048,-87.38778990000002
542,Slidell LA,30.2751945,-89.78117449999998
543,Washington County AL,31.3422346,-88.24611829999998
544,Harrisonburg VA,38.449568799999994,-78.8689155
545,Shelbyville IN,39.521437299999995,-85.7769238
546,Sand City CA,36.6171819,-121.8482855
547,Paris TX,33.6609389,-95.555513
548,Barberville FL,29.1872023,-81.420901
549,Auburndale FL,28.065297499999996,-81.7886906
550,Niceville FL,30.516863899999997,-86.48217199999998
551,Happy Valley CA,38.681940000000004,-120.56222
552,McKinney TX,33.197246500000006,-96.6397822
553,Reisterstown MD,39.4695489,-76.82942129999998
554,Grayson County VA,36.6721195,-81.20781640000001
555,Wilmington DE,39.7390721,-75.5397878
556,Fountain CO,38.682219,-104.7008056
557,Akron OH,41.081444700000006,-81.51900529999998
558,Wilhoit AZ,34.4258586,-112.5868398
559,Lovington NM,32.9440077,-103.34855429999999
560,Rossville GA,34.9831309,-85.2860676
561,Ponder TX,33.1828974,-97.2872402
562,San Ysidro CA,32.555556,-117.0470434
563,Rapid City SD,44.0805434,-103.2310149
564,Mora MN,45.8769031,-93.2938352
565,Beckley WV,37.778170200000005,-81.18815570000001
566,Sierra Vista AZ,31.545500099999998,-110.27728559999998
567,Rialto CA,34.1064001,-117.37032350000001
568,Amarillo TX,35.2219971,-101.8312969
569,Van Nuys CA,34.1898566,-118.451357
570,Muscle Shoals AL,34.7448112,-87.66752919999998
571,Hurst TX,32.82346210000001,-97.1705678
572,Woodbridge NJ,40.557598600000006,-74.2846022
573,Midwest City OK,35.4495065,-97.39670190000001
574,Monterey CA,36.600237799999995,-121.8946761
575,West Palm Beach FL,26.7153424,-80.0533746
576,Columbia MD,39.203714399999996,-76.86104619999998
