Location ,Lat,Lon
Syracuse NY,43.0481221,-76.14742439999999
Baton Rouge LA,30.4514677,-91.18714659999999
Urbandale IA,41.6266555,-93.71216559999999
Beckville TX,32.2429366,-94.4554782
Arvonia VA,37.683478,-78.3413918
Van Nuys CA,34.1898566,-118.451357
Bradenton FL,27.4989278,-82.5748194
Jal NM,32.1131814,-103.1935127
Yorba Linda CA,33.88850350000001,-117.8132571
Fairfield CT,41.1408363,-73.2612615
Republic MO,37.1200526,-93.4801942
Mena AR,34.5862171,-94.23965539999999
Commerce GA,34.203997,-83.4571057
Santa Ana CA,33.7454725,-117.867653
Reno TX,33.6631622,-95.46245479999999
Ogden UT,41.223,-111.9738304
Elizabethton TN,36.3487196,-82.21068760000001
Lakewood WA,47.1717649,-122.518458
Iuka MS,34.8117565,-88.19004149999999
Seattle WA,47.6062095,-122.3320708
Inglewood CA,33.9616801,-118.3531311
Houston AK,61.63027779999999,-149.8180556
Mission TX,26.2159066,-98.32529319999999
Fairborn OH,39.8208925,-84.01937889999999
Ripon CA,37.7394537,-121.1354141
Houston TX,29.7604267,-95.3698028
Blue Springs MO,39.0169509,-94.2816148
Bailey CO,39.4060536,-105.4786412
Cerritos CA,33.8583483,-118.0647871
East Troy WI,42.7852922,-88.40509600000001
Evans CO,40.3763701,-104.6921874
Montgomery AL,32.3668052,-86.2999689
Silver Springs NV,39.4154714,-119.2246073
Hesston KS,38.1383437,-97.43142669999999
Roanoke VA,37.2709704,-79.9414266
Rapid Valley SD,44.0624879,-103.1462899
Ashville AL,33.8370433,-86.2544223
Rapid City SD,44.0805434,-103.2310149
Raleigh NC,35.7795897,-78.6381787
Palm Bay FL,28.0344621,-80.5886646
Euless TX,32.8370727,-97.08195409999999
Gautier MS,30.385755,-88.6116854
Bel Air MD,39.5359406,-76.34829309999999
Johnstown PA,40.32674069999999,-78.9219698
Gilbert AZ,33.3528264,-111.789027
Sims AR,34.659264,-93.6910292
East Bernstadt KY,37.1895318,-84.1177098
Cheektowaga NY,42.9026136,-78.74457199999999
Beaumont TX,30.080174,-94.1265562
Azle TX,32.8951262,-97.5458565
Bismarck ND,46.8083268,-100.7837392
South Gate CA,33.954737,-118.2120161
Rochester NY,43.15657789999999,-77.6088465
San Jose CA,37.3382082,-121.8863286
Topeka KS,39.0473451,-95.67515759999999
Billings MT,45.7832856,-108.5006904
Carlsbad NM,32.4206736,-104.2288375
Tampa FL,27.950575,-82.4571776
Biloxi MS,30.3960318,-88.88530779999999
Long Beach CA,33.7700504,-118.1937395
Odessa TX,31.8456816,-102.3676431
Colorado City CO,37.9452861,-104.8352628
Rosalia KS,37.8152985,-96.6197416
Clinton IL,40.1536479,-88.9645253
Greensboro NC,36.0726354,-79.7919754
Glendale CA,34.1425078,-118.255075
Addison TX,32.96179,-96.82916850000001
Piedmont AL,33.9245454,-85.6113501
Vancouver WA,45.6355146,-122.55783
Landover MD,38.9340002,-76.8966397
Russellville KY,36.8453199,-86.887219
Evansville IN,37.9715592,-87.5710898
Florence CA,33.9744592,-118.2481287
Anson County NC,34.9054732,-80.1875065
Burnsville MN,44.7677424,-93.27772259999999
Byron CA,37.8671476,-121.6380069
Idaho Falls ID,43.49266069999999,-112.0407584
Covington LA,30.4754702,-90.1009108
White Plains KY,37.183655,-87.38360949999999
Hopewell VA,37.3043154,-77.28720009999999
Fort Littleton PA,40.0626872,-77.9636513
Fort Wayne IN,41.079273,-85.1393513
Gainesville FL,29.6516344,-82.32482619999999
Burlington VT,44.4758825,-73.21207199999999
Stamford CT,41.0534302,-73.5387341
South Greensburg PA,40.2784029,-79.5447619
Miami FL,25.7616798,-80.1917902
Fredericksburg VA,38.3031837,-77.4605399
Thornton CO,39.8680412,-104.9719243
Fresno CA,36.7377981,-119.7871247
Raleigh TN,35.2120652,-89.9089684
Braintree MA,42.2079017,-71.0040013
Pawtucket RI,41.878711,-71.38255579999999
Redlands CA,34.0555693,-117.1825381
Pueblo CO,38.2544472,-104.6091409
Pueblo of Laguna NM,35.0356535,-107.3862229
Lowell MA,42.6334247,-71.31617179999999
Grundy VA,37.2778886,-82.0990223
Myrtle Beach SC,33.6890603,-78.8866943
Lee's Summit MO,38.9108408,-94.3821724
Winslow AZ,35.0241873,-110.6973571
Roswell NM,33.3942655,-104.5230242
Kinston NC,35.2626635,-77.5816353
Splendora TX,30.2329914,-95.1610438
Clearlake Park CA,38.966564,-122.6510961
Piedmont SC,34.7023389,-82.4645714
Aitkin MN,46.5330129,-93.7102493
Glendale AZ,33.5386523,-112.1859866
Jackson GA,33.2945651,-83.96602089999999
Las Vegas NV,36.1699412,-115.1398296
Baltimore MD,39.2903848,-76.6121893
Richmond VA,37.5407246,-77.4360481
Lockhart TX,29.8849441,-97.6699996
Indianapolis IN,39.768403,-86.158068
Raceland LA,29.7274331,-90.5989759
Macon County AL,32.3731182,-85.684578
Eau Claire WI,44.811349,-91.4984941
Minneapolis MN,44.977753,-93.2650108
West Springfield MA,42.1070383,-72.6203675
Oak Hill OH,38.8939645,-82.573495
Gallatin TN,36.3883809,-86.4466599
Sylmar CA,34.3058279,-118.4571974
San Francisco CA,37.7749295,-122.4194155
Sacramento CA,38.5815719,-121.4943996
Lake Hallie WI,44.8757937,-91.44071459999999
Kentwood MI,42.8694731,-85.64474919999999
New Brunswick NJ,40.4862157,-74.4518188
Philadelphia PA,39.9525839,-75.1652215
Modesto CA,37.63909719999999,-120.9968782
Rotterdam NY,42.78702089999999,-73.97095829999999
Benton IL,37.9967163,-88.92006850000001
Noma FL,30.9821261,-85.618544
Stockton CA,37.9577016,-121.2907796
Llano TX,30.75934519999999,-98.67503789999999
Sparta TN,35.9258985,-85.46414209999999
McPherson KS,38.3708415,-97.66420869999999
Lake Elsinore CA,33.6680772,-117.3272615
Cache OK,34.6295165,-98.6286741
Muncie IN,40.1933767,-85.3863599
Antioch IL,42.4772418,-88.0956396
Dayton OH,39.7589478,-84.1916069
Vineland NJ,39.4863773,-75.02596369999999
New York NY,40.7127753,-74.0059728
Troy NY,42.7284117,-73.69178509999999
Greenbelt MD,39.0045544,-76.87552819999999
Mableton GA,33.8187167,-84.5824329
Brooksville AL,34.1620404,-86.4755431
Homestead FL,25.4687224,-80.4775569
Perryville AR,35.0048102,-92.8026673
Everett MA,42.40843,-71.0536625
Berne NY,42.6253546,-74.13346469999999
Fort Pierce FL,27.4467056,-80.3256056
Chandler AZ,33.3061605,-111.8412502
Antigo WI,45.140245,-89.15233529999999
Fayetteville AR,36.082156,-94.17185420000001
East Flat Rock NC,35.2801166,-82.4220631
Lakewood CO,39.7047095,-105.0813734
Chesapeake VA,36.7682088,-76.2874927
Kingsbury TX,29.6480061,-97.8280575
Milcreek UT,40.6868914,-111.8754907
Atlanta GA,33.7489954,-84.3879824
Westminster CO,39.8366528,-105.0372046
Boise ID,43.6150186,-116.2023137
Spokane WA,47.6587802,-117.4260465
Jackson MO,37.3822732,-89.6662063
Wausau WI,44.9591352,-89.6301221
Spanish Fork UT,40.114955,-111.654923
Florence AZ,33.0314508,-111.3873431
Alamo TN,35.7847949,-89.1172883
Greenville SC,34.85261759999999,-82.3940104
Visalia CA,36.3302284,-119.2920585
Burien WA,47.4668384,-122.3405305
Temecula CA,33.4936391,-117.1483648
Buffalo MO,37.6439289,-93.0924093
Gretna LA,29.9146493,-90.0539603
Milwaukee WI,43.0389025,-87.9064736
Weirton WV,40.41895660000001,-80.58951669999999
Lake Stevens WA,48.01509799999999,-122.0637425
St. Petersburg FL,27.7676008,-82.64029149999999
Presque Isle ME,46.68115299999999,-68.01586139999999
St. Paul MN,44.9537029,-93.0899578
St. Martin MS,30.4379758,-88.8680853
Hog Valley FL,29.494415,-81.8953647
Nacogdoches TX,31.6035129,-94.6554874
Taunton MA,41.900101,-71.0897674
Aurora CO,39.7294319,-104.8319195
San Diego CA,32.715738,-117.1610838
Greeley CO,40.4233142,-104.7091322
Byng OK,34.8611959,-96.6655688
Boyle Heights CA,34.0297895,-118.2117257
Jacksonsville FL,30.3321838,-81.65565099999999
Osteen FL,28.84610189999999,-81.1625612
Stockbridge GA,33.5442781,-84.23380929999999
Shawnee National Forest IL,37.4907739,-88.47729489999999
Riverdale GA,33.5726113,-84.4132594
Siskiyou County CA,41.7743261,-122.5770126
Sullivan MO,38.2081045,-91.16042069999999
Citrus Heights CA,38.7071247,-121.2810611
Fisty KY,37.3352367,-83.1013964
Chesterfield County SC,34.6830936,-80.1428584
Oregon City OR,45.3363593,-122.6048473
Flagstaff AZ,35.1982836,-111.651302
Hallandale Beach FL,25.9812024,-80.14837899999999
Oxford MA,42.1167606,-71.8647577
Jacksonville FL,30.3321838,-81.65565099999999
Boulder CO,40.0149856,-105.2705456
Gresham OR,45.5098388,-122.4347334
Harrisonville MO,38.6533445,-94.3488372
Miami Gardens FL,25.9420377,-80.2456045
Lansing IL,41.5647575,-87.53893099999999
Washington Park IL,38.6350501,-90.0928852
Solvang CA,34.5958201,-120.1376481
Sneads FL,30.707692,-84.9243663
Socorro NM,34.0583995,-106.8914159
Eastaboga AL,33.6070215,-86.0187907
Deland FL,29.028318,-81.3031179
Clinton NC,34.9979453,-78.32333249999999
Stoneville NC,36.4665269,-79.9069847
Tualatin OR,45.3779317,-122.7819595
Bend OR,44.0581728,-121.3153096
Newnan GA,33.3806716,-84.79965729999999
Berea KY,37.568694,-84.2963223
Wasilla AK,61.5813889,-149.4394444
Parker AZ,34.1500162,-114.2891177
Yreka CA,41.7354186,-122.6344709
Eufaula AL,31.8912717,-85.1454876
Cape Coral FL,26.5628537,-81.9495331
Wagoner OK,35.9595442,-95.36941159999999
Turlock CA,37.4946568,-120.8465941
Norman VA,35.2299409,-97.4131235
Birmingham AL,33.5206608,-86.80248999999999
York PA,39.9625984,-76.727745
Port Arthur TX,29.8849504,-93.93994699999999
Ishpeming Township MI,46.6086225,-87.68769329999999
Somerton AZ,32.5964404,-114.709677
Iredell County NC,35.8310501,-80.89865019999999
Yakima WA,46.6020711,-120.5058987
Tupelo MS,34.2576066,-88.7033859
Maywood CA,33.9866807,-118.185349
Eagle Mountain UT,40.31411689999999,-112.006882
Hiseville KY,37.1008864,-85.8124723
Schenectady NY,42.8142432,-73.9395687
Mobile AL,30.6953657,-88.0398912
Tiverton RI,41.6259211,-71.2134231
Odessa MO,38.9991748,-93.95355579999999
Amarillo TX,35.2219971,-101.8312969
Chula Vista CA,32.6400541,-117.0841955
Tulsa OK,36.1539816,-95.99277500000001
Pembine WI,45.6352391,-87.9909531
Butte MT,46.0038232,-112.5347775
Montpelier OH,41.5844951,-84.6055076
Huntsville AL,34.7303688,-86.5861037
Carmichael CA,38.617127,-121.3282843
Fort Walton Beach FL,30.42007079999999,-86.6170308
Hardeeville SC,32.2871413,-81.08066649999999
Lake Havasu City AZ,34.483901,-114.3224548
Peterborough NH,42.8706048,-71.95167459999999
Casper WY,42.8500769,-106.3251749
Lawndale NC,35.4140187,-81.56314739999999
Colorado Springs CO,38.8338816,-104.8213634
Wellington FL,26.6617635,-80.2683571
Walls MS,34.9578727,-90.1517605
Bellville TX,29.9502253,-96.2571858
Wauwatosa WI,43.0494572,-88.0075875
Belleville IL,38.5200504,-89.9839935
Hanover NM,32.8134085,-108.0911535
Paterson NJ,40.9167654,-74.17181099999999
Farmington AR,36.0420248,-94.2471515
Fulshear TX,29.69311189999999,-95.8998969
Riverview FL,27.8661364,-82.32648089999999
Pinellas Park FL,27.8428025,-82.6995443
Gainesville GA,34.2978794,-83.8240663
Buckeye AZ,33.3703197,-112.5837766
Columbia Township MI,42.1142112,-84.2910759
Thomaston CT,41.6743343,-73.0724037
Lincoln NE,40.813616,-96.7025955
Dolton IL,41.6389236,-87.60726799999999
Boone IA,42.0597047,-93.8802273
Cochran GA,32.3868278,-83.35460979999999
Laguna Pueblo NM,35.0367105,-107.3828231
Frederica DE,39.0090017,-75.46575419999999
Honolulu HI,21.3069444,-157.8583333
Barbourville KY,36.8664765,-83.8888138
Ouachita Parish LA,32.4271852,-92.2236667
Fort Madison IA,40.6297634,-91.31453499999999
Madison WI,43.0730517,-89.4012302
Park County CO,39.0897928,-105.5943388
Douglas WY,42.7596897,-105.3822069
Landrum SC,35.1751148,-82.1892795
Cartersville GA,34.1650972,-84.7999382
Jackson WI,43.3238919,-88.1667599
Asheville NC,35.5950581,-82.5514869
Bristol TN,36.5951059,-82.18874439999999
New Iberia LA,30.0035365,-91.81872849999999
Fullerton CA,33.8703645,-117.9242123
North Charleston SC,32.8546197,-79.9748103
Rosser TX,32.4626396,-96.45331929999999
Salem OR,44.9428975,-123.0350963
Yuma AZ,32.6926512,-114.6276916
Falcon Heights MN,44.99163230000001,-93.166333
Rush Springs OK,34.7825721,-97.9569845
Bell CA,33.9775142,-118.1870156
Clovis CA,36.8252277,-119.7029194
Selma AL,32.4073589,-87.02110069999999
Broken Bow OK,34.0292764,-94.7391045
East St. Louis IL,38.624514,-90.1506465
Romulus MI,42.2222614,-83.39659940000001
St. Joseph MI,42.0938577,-86.4895463
Anchorage AK,61.2180556,-149.9002778
Middletown NY,41.4459271,-74.42293409999999
Peachland NC,34.993766,-80.2645069
Lake Asbury FL,30.0491293,-81.8214871
San Bernardino CA,34.1083449,-117.2897652
Little Egg Harbor Township NJ,39.6108492,-74.35726460000001
Sheboygan WI,43.7508284,-87.71453
Santa Maria CA,34.9530337,-120.4357191
Buckhannon WV,38.9939872,-80.2320276
Chino CA,34.0122346,-117.688944
Winchester CA,33.706966,-117.0844733
Gallup NM,35.5280783,-108.7425843
Pine River WI,44.1521559,-89.0772092
Artesia NM,32.8423345,-104.4032962
Estill Springs TN,35.2706372,-86.1280417
Metairie LA,29.9840922,-90.1528519
Tempe AZ,33.4255104,-111.9400054
Scottsdale AZ,33.4941704,-111.9260519
Malta MT,48.3597197,-107.8742831
Sparks NV,39.5349112,-119.7526886
La Quinta CA,33.6633573,-116.3100095
Compton CA,33.8958492,-118.2200712
City Terrace CA,34.0500116,-118.1828495
Pleasant Hill NC,36.5320954,-77.5355335
Homewood AL,33.4717732,-86.80082279999999
Phelps KY,37.5144292,-82.15319540000002
Wapato WA,46.4476278,-120.4203382
Randallstown MD,39.3673278,-76.79525249999999
Edmund SC,33.8615392,-81.2000987
Stafford VA,38.4220687,-77.4083086
Lake City SC,33.8709958,-79.7553451
Alexandria MN,45.8848164,-95.3776663
Hammett ID,42.9457307,-115.466186
Castaic CA,34.4890363,-118.6256552
Clearfield UT,41.1107771,-112.0260538
Detroit MI,42.331427,-83.0457538
Scott County VA,36.6815794,-82.605118
Aldie VA,38.9756745,-77.6418724
East Point GA,33.6795531,-84.43937240000001
Santee CA,32.8383828,-116.9739167
Beaver Dam WI,43.4577692,-88.837329
Harrisburg PA,40.2731911,-76.8867008
Little Mountain SC,34.1962557,-81.41232289999999
Wilkesboro NC,36.1459649,-81.1606401
Georgetown KY,38.2097967,-84.55883109999999
Circleville OH,39.600618,-82.9460133
Plaquemine LA,30.2890833,-91.23427439999999
Tukwila WA,47.4739884,-122.2609558
Vista CA,33.2000368,-117.2425355
Tahlequah OK,35.91537,-94.969956
Hayward CA,37.6688205,-122.0807964
Falls Church VA,38.88233400000001,-77.1710914
Counce TN,35.0422751,-88.27353990000002
Augusta WV,39.2953787,-78.6377912
Rome OH,38.66611959999999,-83.3802744
Lenoir NC,35.9140196,-81.5389849
Apache Junction AZ,33.4150485,-111.5495777
Antelope CA,38.7166871,-121.3644216
Hays KS,38.8791783,-99.3267702
Poway CA,32.9628232,-117.0358646
Ruidoso NM,33.3672525,-105.6588485
McKinneyville CA,40.94651520000001,-124.1006205
East Hollywood CA,34.091341,-118.2935891
New London WI,44.3927582,-88.7398256
East Ridge TN,34.99474410000001,-85.2256635
Indio CA,33.7205771,-116.2155619
Las Cruces NM,32.3199396,-106.7636538
Hamilton OH,39.3995008,-84.5613355
Myra TX,33.6239966,-97.31446249999999
Oak Cliff TX,32.7362591,-96.86458560000001
Shelbyville TN,35.483406,-86.46027169999999
Morgantown WV,39.629526,-79.95589679999999
Eagan MN,44.8041322,-93.1668858
Kingman AZ,35.189443,-114.0530065
Fairbanks AK,64.8377778,-147.7163888
Graham WA,47.0528789,-122.2942839
Harker Heights TX,31.0835102,-97.6597376
Weatherford TX,32.7592955,-97.7972544
McDowell MO,36.8289286,-93.80448310000001
Sylvania Township OH,41.68989550000001,-83.7411631
Wichita KS,37.68717609999999,-97.33005299999999
Huntington Park CA,33.9816812,-118.2250725
Alamogordo NM,32.8995325,-105.960265
Parker CO,39.5186002,-104.7613633
Round Lake IL,42.353355,-88.0934145
Atlantic City NJ,39.3642834,-74.4229266
East Wenatchee WA,47.41568239999999,-120.2931263
Metropolis IL,37.1511655,-88.73199790000001
Temple TX,31.0982344,-97.342782
Grand Junction CO,39.0638705,-108.5506486
Ellis County TX,32.2619765,-96.83509989999999
Spencer WV,38.8020322,-81.35095319999999
Gray TN,36.4198258,-82.4765352
Albany GA,31.5785074,-84.15574099999999
Titusville FL,28.6122187,-80.8075537
Wyoming MI,42.9133602,-85.7053085
Lakeland FL,28.0394654,-81.9498042
Delhi CA,37.4321589,-120.7785354
Auburn WA,47.30732279999999,-122.2284532
Pompano Beach FL,26.2378597,-80.1247667
Montcalm WV,37.3540054,-81.2525993
Saratoga CA,37.2638324,-122.0230146
Cedar Rapids IA,41.9778795,-91.6656232
Colton CA,34.0739016,-117.3136547
Weeki Wachi FL,28.5155513,-82.5728769
Big Bear MO,34.2276705,-116.8608046
Winooski VT,44.491438,-73.1856832
Owensboro KY,37.7719074,-87.1111676
Beaumont CA,33.9294606,-116.977248
Rutherfordton NC,35.3692877,-81.9567716
St. Cloud MN,45.5579451,-94.16324039999999
Akron OH,41.0814447,-81.51900529999999
Spring TX,30.0799405,-95.41716009999999
Logan Canyon UT,41.7402088,-111.7938314
Wood County TX,32.8296216,-95.35208759999999
Decatur County TN,35.595087,-88.1291387
Port St. Lucie FL,27.2730492,-80.3582261
Mashantucket CT,41.4615182,-71.97866259999999
Nashville TN,36.1626638,-86.7816016
Louisville NE,41.00444299999999,-96.1600132
Fair Oaks CA,38.6446264,-121.2721718
Pikesville MD,39.3742729,-76.7224727
Claremont NH,43.3728635,-72.33787439999999
Garden City ID,43.6221108,-116.2381744
Little Rock AR,34.7464809,-92.28959479999999
Groveton TX,31.0549071,-95.1257691
Newark NJ,40.735657,-74.1723667
Campobello SC,35.1156713,-82.1501112
Belleville MI,42.2047619,-83.4852133
Hometown WV,38.5328674,-81.86124439999999
Markham IL,41.5936453,-87.6947699
Ventnor NJ,39.3403942,-74.4773735
Springdale AR,36.18674420000001,-94.1288141
Hessel MI,46.0309332,-84.3387489
Moncks Corner SC,33.1960027,-80.01313739999999
Macon GA,32.8406946,-83.6324022
Killeen AL,34.8628637,-87.5375253
Alexandria LA,31.3112936,-92.4451371
Benton AR,34.5645371,-92.586828
Federal Way WA,47.3223221,-122.3126222
Wetumka OK,35.2375883,-96.2416731
Lumberton NC,34.6182199,-79.0086424
Irvine CA,33.6845673,-117.8265049
Midland TX,31.9973456,-102.0779146
Westlake OH,41.4553232,-81.9179173
Concord CA,37.9779776,-122.0310733
Livingston Parish LA,30.4340146,-90.6773046
Morehead KY,38.1839705,-83.4326841
Grants Pass OR,42.4390069,-123.3283925
Kent WA,47.3809335,-122.2348432
Santa Cruz CA,36.9741171,-122.0307963
Holiday FL,28.18779,-82.73954540000001
Benton Harbor MI,42.1167065,-86.45418939999999
Bronx NY,40.8447819,-73.8648268
Paris KY,38.2097987,-84.2529869
Willoughby OH,41.6397696,-81.4065011
Henderson NV,36.0395247,-114.9817213
Muckleshoot Indian Reservation WA,47.2517197,-122.1153222
Westover AL,33.3535324,-86.5274419
Peterson MN,43.7881326,-91.8342716
Edmonton KY,36.9800563,-85.61219059999999
North St. Louis MO,38.6488896,-90.19516480000001
Elkton MD,39.60677889999999,-75.83327179999999
Lincoln CA,38.891565,-121.2930079
Carrollton TX,32.9756415,-96.8899636
Bartlesville OK,36.7473114,-95.98081789999999
Elberton GA,34.1112226,-82.8670839
Morris MN,45.5919444,-95.9188889
North Royalton OH,41.3136644,-81.7245739
Corpus Christi TX,27.8005828,-97.39638099999999
Leedey OK,35.8700463,-99.34677049999999
Torrance CA,33.8358492,-118.3406288
Chatsworth CA,34.2506356,-118.61481
Brookville OH,39.8367207,-84.4113366
Carson City NV,39.1637984,-119.7674034
Houma LA,29.5957696,-90.71953479999999
West Jordan UT,40.6096698,-111.9391031
Salisbury NC,35.6709727,-80.4742261
Chambersburg PA,39.9375911,-77.6611022
Loganville GA,33.8389977,-83.90073819999999
Palm Springs CA,33.8302961,-116.5452921
Lealman FL,27.8160523,-82.6834453
Okemah OK,35.4325854,-96.30500640000001
Clendenin WV,38.4887089,-81.3481745
Beaver WA,48.0574252,-124.3477569
Gladewater TX,32.53653329999999,-94.94271680000001
Aiken SC,33.5604168,-81.7195533
Bowling Green KY,36.9685219,-86.4808043
Maurice River NJ,39.2592235,-74.9836584
Hensley WV,37.4740011,-81.6998327
Ashtabula OH,41.8650534,-80.7898089
Azusa CA,34.1336186,-117.9075627
Show Low AZ,34.2542084,-110.0298327
San Angelo TX,31.4637723,-100.4370375
Montrose County CO,38.468304,-108.1428669
Bloomsburg PA,41.003698,-76.4549457
York County PA,39.9512496,-76.7336521
Webster TX,29.5377315,-95.1182645
Whittier CA,33.9791793,-118.032844
Ludowici GA,31.7079919,-81.7423357
Casa Grande AZ,32.9110027,-111.7733902
Watsonville CA,36.910231,-121.7568946
Chickasha OK,35.052565,-97.93643259999999
Brooklyn NY,40.6781784,-73.9441579
Lompoc CA,34.6391501,-120.4579409
La Mirada CA,33.9172357,-118.0120086
Baytown TX,29.7355047,-94.97742740000001
Durham NC,35.9940329,-78.898619
Holland Township MI,42.8128096,-86.08838949999999
Jackson TN,35.6145169,-88.81394689999999
Hattiesburg MS,31.3271189,-89.29033919999999
Surprise AZ,33.6292337,-112.3679279
Olathe KS,38.8813958,-94.81912849999999
Naples ME,43.986313,-70.6180214
Hickory NC,35.7344538,-81.3444573
Friendswood TX,29.5293998,-95.2010447
Avon IN,39.7628227,-86.3997167
Iva SC,34.3064966,-82.663743
Dover AR,35.4014712,-93.1143407
Simpsonsville KY,38.22257,-85.3552349
Tuscumbia AL,34.7312005,-87.70253
Hudson OH,41.240056,-81.44066699999999
Elkhart IN,41.6819935,-85.9766671
Hutchinson KS,38.0608445,-97.92977429999999
Orange City FL,28.9488761,-81.2986741
Portland OR,45.5122308,-122.6587185
Fruitland Park FL,28.8613765,-81.9064705
Fayetteville NC,35.0526641,-78.87835849999999
Sioux City IA,42.4963416,-96.40494079999999
Avella PA,40.2750705,-80.4606225
Allen TX,33.1031744,-96.67055030000002
Keaau HI,19.6213287,-155.0394139
Leland NC,34.2562805,-78.0447143
Forks Township PA,40.7345429,-75.2128996
Sumter SC,33.9204354,-80.3414693
Greenwood IN,39.6136578,-86.10665259999999
York NE,40.8673915,-97.5920867
Fairmont WV,39.4850848,-80.1425781
Laredo TX,27.5305671,-99.48032409999999
Bullhead City AZ,35.1359386,-114.5285981
Medicine Lodge KS,37.2811339,-98.580361
Fort Valley GA,32.5537585,-83.8874084
Hampton GA,33.3870578,-84.2829784
Hacienda Heights CA,33.9930677,-117.9686755
